update,total_steps,episodes_in_rollout,mean_recent_total_pnl,std_recent_total_pnl,approx_kl,clip_frac,entropy,policy_loss,value_loss
52,106496,96,-0.7646509494252299,3.1797936367794417,-0.00038271632123117644,0.0,-0.32174380123615265,0.00013557716738432646,8.415173202753067
53,108544,112,-0.6919148409584197,3.1483886032400545,0.003562126182562982,0.019449869791666668,-0.33106570690870285,-0.0024551136884838343,6.020707075794538
54,110592,96,-0.6311059734415122,2.897014188400331,0.000651658852196609,0.012125651041666666,-0.3427211493253708,-0.0010637749607364337,16.863074590762455
55,112640,96,-0.5318332283542941,2.652644770792201,0.0032461660351449004,0.01171875,-0.345883347094059,-0.00030942234055449563,21.653483013312023
56,114688,96,-0.60358848841839,2.6861381675666856,0.0024626299515754604,0.010579427083333334,-0.3473646168907483,3.67733397676299e-05,14.692430098851522
57,116736,96,-0.6563621112627497,2.8433689282781436,5.740936709723125e-05,0.010904947916666666,-0.3374381934603055,-0.0005538275193733474,12.23977056145668
58,118784,96,-0.5854550462194027,2.7826940379983944,0.004672345598616327,0.029052734375,-0.3243226408958435,-0.0015760505145105224,7.736723432938258
59,120832,96,-0.5905057033141888,2.7218311998192455,0.0007091770870223021,0.0,-0.3272814229130745,-3.2994187980269395e-05,14.740476856629053
60,122880,96,-0.37663060458280884,2.757435834539696,0.0011555338666463892,0.01611328125,-0.32931777586539585,-0.0006880594349543875,6.530739530920982
61,124928,96,-0.43482004610690267,2.6782061879390264,0.002131718094460666,0.007486979166666667,-0.33062078803777695,-0.0002192622923757881,9.813634097576141
62,126976,96,-0.5776533818305903,2.8329775141497358,0.0021616910477556908,0.00830078125,-0.33229922751585644,-0.0017136616855471705,23.43890215953191
63,129024,112,-0.6852886434601401,3.0565337248282907,0.0003722878124487276,0.0,-0.33252079288164776,-8.757124305702746e-05,32.611575404802956
64,131072,96,-0.8954926564910002,3.0455064626719612,0.0038519789619992175,0.014078776041666666,-0.33001337945461273,-0.0005807942701115584,21.986531575520832
65,133120,96,-0.9384783910801029,3.0802312399703866,0.00202424920280464,0.020263671875,-0.33536456028620404,-0.00048395585812007386,15.187278926372528
66,135168,96,-0.8717163336283212,3.0075238245933016,0.0015475737503341709,0.009358723958333334,-0.3384966279069583,-0.0011622737705086668,21.154837409655254
67,137216,96,-0.9132063888410782,3.087183626623943,0.002539063226625634,0.010660807291666666,-0.3433597932259242,-0.0010148291088019807,27.002389748891193
68,139264,96,-0.7467755015596871,3.0047959525732715,0.0029653856424071514,0.015625,-0.3494935979445775,-0.0015867608793390293,15.533094783624014
69,141312,96,-0.7757984753296132,3.0626347566645373,0.004582712766326343,0.02880859375,-0.3563363030552864,-0.0008491995395161211,7.86121267080307
70,143360,96,-0.547864967508071,3.0670478761015163,0.004165927918317418,0.035074869791666664,-0.3596381147702535,-0.0008790936068786929,33.83185096581777
71,145408,96,-0.5431727852079732,2.889437430144644,0.0024047408223850653,0.01025390625,-0.36228640129168826,0.0005255469004623592,12.546490351359049
72,147456,96,-0.5079699041963169,2.76187491027327,0.0005778863657421122,0.00439453125,-0.3662089953819911,-0.0002244242593102778,13.017006824413935
73,149504,96,-0.5756795635128243,2.9206505089974217,0.002141624679400896,0.00634765625,-0.36693843205769855,-0.00037352450938972953,29.260785579681396
74,151552,112,-0.7499386889533207,3.0205047295272776,0.002748898356609667,0.026041666666666668,-0.37026897817850113,-0.004080280176519106,43.43742422262827
75,153600,96,-0.6582258484487119,3.0214892689143853,0.001361027791669282,0.0033365885416666665,-0.3727587088942528,-0.0003565815859474242,12.757000535726547
76,155648,96,-0.6958052321021849,3.104046290428734,0.0013971616717753932,0.005045572916666667,-0.37596341222524643,-0.0002786697392972807,17.5465367436409
77,157696,96,-0.6121615044969296,3.0705711971016125,0.004246248926695746,0.044189453125,-0.37625652551651,-0.0028656422218773514,25.155361433823902
78,159744,96,-0.4512973362932479,2.880180081611995,0.0017597858289567132,0.014078776041666666,-0.3801315998037656,-0.001567564788274467,12.66285765171051
79,161792,96,-0.7052906937915515,2.9561255725597406,0.0037018616373340287,0.032389322916666664,-0.3850664645433426,-0.001778937119524926,13.317901651064554
80,163840,96,-0.7446325114685132,2.9282164977594607,0.0008865704342800503,0.0517578125,-0.38758111248413724,-0.0032075970666483045,14.433603723843893
81,165888,96,-0.6306687014954369,2.9028240192822627,0.0004271142000410085,0.008463541666666666,-0.3981185058752696,0.0002596240471272419,17.308484812577564
82,167936,96,-0.6711957246973594,2.9005973487252925,0.004403444298077375,0.019938151041666668,-0.4079994410276413,-4.785377920294802e-06,13.051527152458826
83,169984,96,-0.5621212071401922,2.833547450969153,0.0020061720230539017,0.010498046875,-0.41225093851486844,0.0005234053824096918,24.83623097340266
84,172032,112,-0.5010325451340889,3.0327602069261066,0.0009451545871949444,0.00146484375,-0.41584454228480655,-0.0005020492535550147,23.283712565898895
85,174080,96,-0.5431345809785241,3.1307834178723004,0.0010083609377034009,0.00244140625,-0.41736142585674924,-0.00033580470214171026,31.045678158601124
86,176128,96,-0.6080497510300811,3.29522516469688,-0.00046714014024473727,0.0033365885416666665,-0.41288812706867856,-0.0014809618975656729,90.05950289964676
87,178176,96,-0.5739977112421074,3.250484922557977,0.0001195683047020187,0.010416666666666666,-0.40933042764663696,-0.0007566094767147055,21.620215038458507
88,180224,96,-0.611828446703443,3.2138986026110827,0.004425725792922701,0.034586588541666664,-0.4108509421348572,-0.0022133687355866036,19.584529956181843
89,182272,96,-0.5932813358112362,3.0723080482561946,0.0015189227948818977,0.0010579427083333333,-0.4192285140355428,0.00017328172301252684,16.047999640305836
90,184320,96,-0.6642772991711954,2.97833591869307,0.001346644465229474,0.025716145833333332,-0.4234472413857778,-0.002860538603272289,14.366594811280569
91,186368,96,-0.7781682030661863,2.9664402343470866,0.0016211366407029952,0.010416666666666666,-0.4350495586792628,0.00013081485910030702,10.871995210647583
92,188416,96,-0.7406957322674114,2.8499299209258373,0.0023477160963617885,0.015950520833333332,-0.445882149040699,-3.2489585767810546e-05,18.53812978665034
93,190464,96,-0.9243050835511233,3.089688251197414,0.0024570252668733397,0.030354817708333332,-0.4465683400630951,-0.001681481294023494,139.68295395374298
94,192512,96,-0.8465906482771044,3.1244304850710716,0.005315869673116443,0.03662109375,-0.4507640575369199,-0.0018039790932865192,18.80131681760152
95,194560,112,-0.8489141629550885,3.5492736748915923,0.0009586541273165494,0.03759765625,-0.4635154555241267,-0.003977652522735298,78.55664622783661
96,196608,96,-0.7631924622259177,3.544338689204853,0.002187495648589296,0.02880859375,-0.46853654831647873,-0.0023012511567988745,25.318380614121754
97,198656,96,-0.6579120116935031,3.5339471479465723,0.0025984921909791106,0.06396484375,-0.46894626567761105,-0.0025215217319782823,61.71145570278168
98,200704,96,-0.703642165252069,3.558430779383967,0.0028000440458223843,0.053955078125,-0.46889996776978177,-0.003583983712208768,28.525743226210277
99,202752,96,-0.7686616361870057,3.362474079343578,0.0016751269237526383,0.065185546875,-0.47194770226875943,-0.0009132300692726858,94.6891958117485
100,204800,96,-0.7677752309216959,3.355982240244206,0.002915815988671966,0.022867838541666668,-0.47414171944061917,-0.00022972214113300046,38.78565420707067
101,206848,96,-0.6984410558695612,3.1744907841065237,0.0036037274840055034,0.029541015625,-0.4760522097349167,-0.0011244776518045303,21.84580636024475
102,208896,96,-0.5324120385600742,3.0206666262412183,0.00623099514147422,0.032470703125,-0.4740467617909114,-0.0017452474276069552,12.370041370391846
103,210944,96,-0.5419508274788799,2.9124778889546996,0.003882468013519732,0.049967447916666664,-0.47649310280879337,-0.0027443053356061378,28.47273216644923
104,212992,96,-0.6073197519997392,2.964538499089026,0.0009807160337610792,0.0126953125,-0.4817211429278056,-0.0013199816409420844,13.872231086095175
105,215040,112,-0.48878565644845773,2.77605187040331,0.0031388786883326247,0.03173828125,-0.4911377876996994,-0.0014069696092822899,8.12516595919927
106,217088,96,-0.5701391751235849,2.8819515770406636,0.0027711161674233153,0.028076171875,-0.5002663508057594,-0.0006795842491555959,46.06123471260071
107,219136,96,-0.4537357340822555,2.6836641121717664,0.0027795669108551615,0.008707682291666666,-0.5037553782264391,-0.00038224367987519753,5.166428203384082
108,221184,96,-0.44390218597992354,2.5302413976310216,0.003784954795264639,0.033772786458333336,-0.5105391715963682,-0.001501393417129293,9.159932057062784
109,223232,96,-0.5683404790098914,2.5680087981738815,0.0009021703347874185,0.016438802083333332,-0.5094730282823244,-0.0002718910885353883,12.884582191705704
110,225280,96,-0.5844091930758532,2.5819707577297613,0.0028512237671141825,0.013671875,-0.5077237884203593,-0.0009238887578248978,8.176284516851107
111,227328,96,-0.703561816894798,2.5209722784904156,0.004991056242336829,0.041341145833333336,-0.5109198490778605,-0.0002543629767994086,14.351089050372442
112,229376,96,-0.7214567406455946,2.5959712388088976,0.003509855285907785,0.029541015625,-0.5169754028320312,-0.0007685239058143148,16.618271241585415
113,231424,96,-0.853778478824039,2.961011366996592,0.002650997533540552,0.024007161458333332,-0.5171844313542048,-0.00444261923742791,76.68380550543468
114,233472,96,-0.8434469192646188,3.092270225762331,0.004713547862290095,0.044759114583333336,-0.5178690329194069,-0.00021043361630290747,25.094162931044895
115,235520,96,-0.8279933921770447,3.0676370557397457,0.0016540461801923811,0.012613932291666666,-0.5208697244524956,-0.0026885822881013155,10.57345418135325
116,237568,112,-0.8221602825095852,2.9263715663620826,0.0011835675977636129,0.007080078125,-0.5323110769192377,-0.00032349186949431896,9.462258279323578
117,239616,96,-0.7467614499576005,2.6796524834219073,0.003034656459931284,0.03955078125,-0.5480662162105242,-0.002607892398373224,22.588303923606873
118,241664,96,-0.6445712120115256,2.5649221342623894,0.000711120383736367,0.011149088541666666,-0.5556646982828776,0.00035697131291575107,5.961808532476425
119,243712,96,-0.567265690250154,2.4614797376221498,0.005033593804303867,0.031575520833333336,-0.552520640194416,-0.0005281870544422418,6.271333699425061
120,245760,96,-0.5653766537282122,2.5034808145339373,0.003947336575947702,0.039632161458333336,-0.5516695976257324,0.0006765907552714149,11.696030020713806
121,247808,96,-0.5597323355338711,2.167648740621139,0.007789801655841681,0.047932942708333336,-0.5580544124046961,-0.0015483673826868956,4.071782728036244
122,249856,96,-0.6045738293687288,2.166526610536455,0.0030110348113036403,0.033528645833333336,-0.5639461353421211,0.00048187182983383536,3.736799051364263
123,251904,96,-0.6099723109543639,2.3240977811531307,0.005431928380858153,0.027669270833333332,-0.5640798037250837,-0.000911873095901683,15.232270628213882
124,253952,96,-0.5689761152362052,2.310321082858966,0.0022147275788787133,0.024739583333333332,-0.5682127897938093,-0.002355670803808607,5.397029255827268
125,256000,96,-0.45190445784212263,2.3263667953914964,0.0043458116706460714,0.03271484375,-0.5710475047429403,-0.0018874372229523335,2.8803862954179444
126,258048,112,-0.4581312032408876,2.425096295861751,0.0015810082259122282,0.010904947916666666,-0.5696740970015526,0.0002913323308651646,4.746522516012192
127,260096,96,-0.5036546605849178,2.3232150886286163,0.004001198190962896,0.016845703125,-0.5661870266000429,-0.0014300073962658644,9.71640412012736
128,262144,96,-0.6641379431906844,2.3248876822222115,0.0037646953423973173,0.021565755208333332,-0.565932517250379,-0.0018543424278808136,7.564540316661199
129,264192,96,-0.7353982983912752,2.273247344973409,0.010174890262229988,0.078369140625,-0.5713520695765814,-0.0031508736719843,4.370359390974045
130,266240,96,-0.6364133736941916,2.259518759108277,0.005367436344386078,0.024007161458333332,-0.5823746348420779,-0.000402336721890606,4.736059765021007
131,268288,96,-0.5658110032189647,2.274991846283677,0.0030518497029940286,0.006266276041666667,-0.5856727659702301,-0.0006875376178262135,13.760233615835508
132,270336,96,-0.5878862510439764,2.33881659333057,0.0003840374993160367,0.0026041666666666665,-0.584492638707161,-0.0004956631019013003,8.41654340426127
133,272384,96,-0.447065504594166,2.3082626832284094,0.0060612465313170105,0.042236328125,-0.596931204199791,-0.0014354210870806128,4.702623317639033
134,274432,96,-0.5055004072945961,2.333041164490223,0.0029117408169743917,0.026285807291666668,-0.6121443013350168,-0.0004998434645434221,3.8449033747116723
135,276480,96,-0.5288688952483342,2.2529402634885387,0.002924993420795848,0.016031901041666668,-0.634245698650678,-0.0005796873398746053,3.2425730476776757
136,278528,96,-0.5151767106335393,2.4642967985127564,0.0011781825548193108,0.0008138020833333334,-0.6447075108687083,-0.0005219980181815723,46.80070495605469
137,280576,112,-0.610624416496768,2.716197204998901,0.0025534736535822353,0.032470703125,-0.6483262777328491,-0.0032811361209799847,36.386914471785225
138,282624,96,-0.7279203710958473,2.7605331254073,0.0017135988261240225,0.016194661458333332,-0.6491966197888056,-0.0010864880411342408,13.67895762125651
139,284672,96,-0.8060997063451775,2.9126180691439485,0.004937885406737526,0.055338541666666664,-0.6511264542738596,-0.00280502075717474,22.214526851971943
140,286720,96,-0.7506252627641615,2.730329822047849,0.0025397432036697865,0.020263671875,-0.6497836808363596,-0.0001679588749539107,6.509490728378296
141,288768,96,-0.7945332862430529,2.7015540927895,0.0029732289258390665,0.029947916666666668,-0.6564532667398453,-0.0011187454607958596,15.125721136728922
142,290816,96,-0.7255777455752767,2.586142127956466,0.003827708055420468,0.02734375,-0.6611489901940028,-0.0011223656050181792,6.786516378323237
143,292864,96,-0.793728633349752,2.583877281764318,0.0013083522984137137,0.01025390625,-0.666787346204122,9.025749750435352e-05,8.014005074898401
144,294912,96,-0.7458260369315756,2.525029730679991,0.0027000398840755224,0.064453125,-0.6807010322809219,-0.0043347817700123414,4.14086667696635
145,296960,96,-0.6110968292818804,2.3809720415266353,0.0030894117953721434,0.032633463541666664,-0.6868259658416113,-0.00119871703403381,4.561788116892179
146,299008,96,-0.6236763478320352,2.3698927100406153,0.002502167859347537,0.020589192708333332,-0.6823359330495199,-0.0017735047925574083,8.139568567276001
147,301056,112,-0.6385041314240641,2.334949871697684,0.002236212788072104,0.0033365885416666665,-0.6862443188826243,-0.001299742211510117,7.584516301751137
148,303104,96,-0.6311175758217589,2.146020266821439,0.004019088082714006,0.06689453125,-0.6951597630977631,-0.0015975891146808863,2.924124730130037
149,305152,96,-0.7309962977779467,2.159286261427785,0.007353654199202235,0.10457356770833333,-0.7088037580251694,0.0032127290420855084,5.1969384749730425
150,307200,96,-0.6251471323300904,2.0975454752767337,0.004253153010116269,0.049479166666666664,-0.714991052945455,-0.0008792259274438644,4.360510269800822
151,309248,96,-0.6572765925765383,2.1257341276753317,0.0029084268414104977,0.030680338541666668,-0.7156440814336141,-0.002152598307778438,5.738046591480573
152,311296,96,-0.6145206547940996,2.073433839200582,0.0012873328717735906,0.023518880208333332,-0.7266689836978912,0.00025189134854978573,2.0880902856588364
153,313344,96,-0.502384464578249,1.968627061970635,0.008782438235357404,0.06380208333333333,-0.7437585145235062,-0.001446736161597073,2.4778050358096757
154,315392,96,-0.5532691293209954,1.9628299904727424,0.001702620938885957,0.0595703125,-0.7569913764794668,-0.0016080713539849967,3.634139825900396
155,317440,96,-0.5212177607388973,1.954732172515554,0.0036748750717379153,0.049153645833333336,-0.7675425708293915,-0.003342137444027079,4.314241473873456
156,319488,96,-0.544554231330615,1.879872243185895,0.005747643590439111,0.06770833333333333,-0.7731115768353144,-0.002900098741520196,2.2366258253653846
157,321536,96,-0.4981221338080281,1.8791761890550647,0.002105040776465709,0.0439453125,-0.7751968006292979,-0.0020457111531868577,2.6303490748008094
158,323584,112,-0.4114637898488458,1.8318113694721965,0.0022630264963178584,0.025634765625,-0.7719162901242574,-0.0006091065927951907,2.4638404746850333
159,325632,96,-0.4509686379528736,1.7429679211740225,0.0034964308336687586,0.022542317708333332,-0.7806620746850967,-0.002884410360517601,2.8449161127209663
160,327680,96,-0.48098786551914097,1.7872644563709563,0.0006983054336160421,0.023274739583333332,-0.793717180689176,-0.0010291935177519917,2.928075852493445
161,329728,96,-0.5528687529287754,1.8165251750936473,0.001400287738457943,0.035319010416666664,-0.8143624911705653,-0.0010372760928779219,2.233682053784529
162,331776,96,-0.5419164609273105,1.8437038264585182,0.0030454522542034588,0.042805989583333336,-0.8318340629339218,-0.0004733459015066425,1.7077524413665135
163,333824,96,-0.5772528835423197,1.8658532369846033,0.0003149097998781751,0.060953776041666664,-0.8399087140957514,-0.006283023608072351,2.8384844909111657
164,335872,96,-0.5702066357708976,1.8246712408589725,0.006250553473364562,0.050130208333333336,-0.8429035544395447,-0.0006919312048315381,3.205870844423771
165,337920,96,-0.6062547912427418,1.755225798017872,0.005523344492151712,0.060465494791666664,-0.8564356515804926,-0.002399282956806322,1.6852930213014286
166,339968,96,-0.6365285889720831,1.6657477700689247,0.006183694805561875,0.035807291666666664,-0.8669044623772303,-0.0012557990849018097,2.01323339343071
167,342016,96,-0.5975394240546233,1.6253184964844978,0.006683202411901827,0.024251302083333332,-0.8600190977255503,-0.0016083700854020815,2.366867852707704
168,344064,112,-0.5125405240460192,1.595232262621419,0.0025212157731099674,0.038655598958333336,-0.8539961278438568,-4.7520550045495234e-05,1.458479714890321
169,346112,96,-0.4239496746241433,1.6157139723433422,0.008072871840946997,0.09334309895833333,-0.8648271163304647,-0.005594177443223695,1.3723708440860112
170,348160,96,-0.35284211658119835,1.586867835389831,0.0062385484828458475,0.054280598958333336,-0.8775736639897028,-0.004069936141604558,1.2886455692350864
171,350208,96,-0.383219985388482,1.6251625488558918,0.005116949459382643,0.044026692708333336,-0.8812538186709086,-0.0025792183781353137,2.247406708697478
172,352256,96,-0.3422758162622583,1.6158745161739676,0.0017316625938595582,0.033203125,-0.8882299860318502,-0.001891445640164117,1.5470061612625916
173,354304,96,-0.4086124740731176,1.6982216745487486,0.0024853128707036376,0.01708984375,-0.9038612693548203,-0.0016826732511011262,2.3912154088417688
174,356352,96,-0.5707388177823237,1.6806805802215914,0.0028275796406281493,0.044189453125,-0.9141015708446503,-0.0015614967172344525,1.8723430186510086
175,358400,96,-0.559443135184048,1.6139075999597448,0.003562848772465562,0.034261067708333336,-0.9099971950054169,0.0004619938360216717,1.5404740124940872
176,360448,96,-0.6268820892158833,1.6173663228766562,0.002592751601090034,0.036376953125,-0.9190165102481842,-0.0005030403262935579,1.686830498278141
177,362496,96,-0.6233883504059027,1.5808731003480592,0.0031266273775448403,0.022867838541666668,-0.9376321087280909,-0.00041648585465736687,1.2393690161406994
178,364544,96,-0.5642011340488932,1.6244859721966451,0.006797120130310456,0.07462565104166667,-0.9475105355183283,-0.0015606193628627807,1.4707168514529865
179,366592,112,-0.4914508415119114,1.6002076503329972,0.005072988831670955,0.06608072916666667,-0.9502939134836197,-0.002661441045347601,1.2650823245445888
180,368640,96,-0.4584103010789897,1.5686691096213443,0.002571672094442571,0.02734375,-0.9524511645237604,-4.632415948435664e-05,1.5992761179804802
181,370688,96,-0.43249939426622885,1.5703720724419057,0.0034708205688123903,0.052490234375,-0.9638577749331793,0.0011910496201987069,1.6230358506242435
182,372736,96,-0.37753641432270624,1.5434080478652517,0.006583676401836176,0.048665364583333336,-0.9649356206258138,-0.0019522935229664047,1.2811241000890732
183,374784,96,-0.40456582760185583,1.537608887769392,0.004908145230729133,0.044352213541666664,-0.9588886797428131,-0.0015837083919905126,1.6600423107544582
184,376832,96,-0.42624215819723377,1.6088055836725854,0.006816173777527486,0.053466796875,-0.9583487113316854,-0.0035228470320968577,3.4683650185664496
185,378880,96,-0.40058909130215475,1.5616146271798328,0.001369016506941989,0.012288411458333334,-0.9511479983727137,-0.00016385122823218504,1.812500464419524
186,380928,96,-0.4011350644783118,1.5320650705055314,0.0032519782932164767,0.040934244791666664,-0.9436166336139044,-0.00018662230771345398,1.491533247133096
187,382976,96,-0.3613590498343386,1.6276086148636435,0.0016190599223288398,0.02099609375,-0.9464212904373804,-0.00050456701622655,4.525395279129346
188,385024,96,-0.3001310944551764,1.6111352902773992,0.009526862588245422,0.061686197916666664,-0.9415182173252106,-0.002333929315985491,1.2100452023247878
189,387072,112,-0.30292865445719863,1.6033804501647138,0.0039523797944032895,0.048502604166666664,-0.943087175488472,-0.0010866100395408769,1.4905787482857704
190,389120,96,-0.29493874458103175,1.581027672243505,0.0022392575338017195,0.0244140625,-0.9349185774723688,-0.000484901771415025,1.115335114300251
191,391168,96,-0.35835189598314143,1.484356532523065,0.0021496465681896857,0.029703776041666668,-0.9332143217325211,0.0007608377976187816,1.3909254297614098
192,393216,96,-0.4385559708249035,1.4805790476347953,0.004724066044824819,0.049072265625,-0.9369366119305292,-0.003425298782531172,2.405731439590454
