regime,method,n_episodes,mean_pnl,std_pnl,var_5,cvar_5,mean_total_cost,mean_turnover,sharpe_like
gbm_high_vol,rl_ppo,3000,-0.28039469465440536,1.24504782096199,-2.392899976860225,-3.4681720634498334,0.378344648212377,1.849646076142788,-0.22520797188155997
gbm_high_vol,static_bs,3000,-0.48487629263328474,1.5881274609207903,-3.5873613569933576,-4.623033928479921,0.5834399188109651,2.8726861955737806,-0.30531320977987203
gbm_high_vol,adaptive_bs,3000,-0.4247749462389869,1.084495675499903,-2.3524945567434883,-2.8902068999154826,0.5247611268629058,2.579887134638714,-0.391679704986546
gbm_low_vol,rl_ppo,3000,-0.21572308714345892,0.6965092606855549,-1.3696225063880365,-1.7204813321227985,0.3198071638978337,1.5876339738468328,-0.3097203430305128
gbm_low_vol,static_bs,3000,-0.35982286457763335,0.3790700952795117,-0.9375715915954136,-1.1161749309855307,0.4531617653750236,2.2500454289601435,-0.94922514083395
gbm_low_vol,adaptive_bs,3000,-0.4365507372425468,0.4506255898080893,-1.2119644054034109,-1.4906471495941374,0.5279233332565453,2.6239932663452037,-0.9687659713876066
heston,rl_ppo,3000,-0.2223995986771832,0.8567187641276186,-1.7139622904214764,-2.124812494258953,0.33673767966324447,1.667058548996846,-0.25959463944232475
heston,static_bs,3000,-0.386727819967418,0.5569616935916817,-1.3326453133657719,-1.8267124390893457,0.4953887973967911,2.455230372290588,-0.6943526357684033
heston,adaptive_bs,3000,-0.4310309356150167,0.6484533006234426,-1.5631954777202952,-2.0003477996729186,0.5312673618234154,2.6355525632456938,-0.6647062096848154
